is_warmup,round,order_position,variant,workflow_file,run_id,run_attempt,run_url,sha,conclusion,metrics_artifact_found,created_at,workload_started_at,workload_completed_at,workflow_completed_at,queue_delay_sec,workload_duration_sec,end_to_end_duration_sec,backend_job_duration_sec,frontend_job_duration_sec,workload_runner_time_sec,total_runner_time_sec,backend_install_sec,backend_test_sec,frontend_install_sec,frontend_lint_sec,frontend_test_sec,frontend_build_sec,backend_conclusion,frontend_conclusion,metrics_conclusion,failed_step
false,4,1,composite,ci-composite.yml,34711735885,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34711735885,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:36:59Z,2026-09-12T18:37:02Z,2026-09-12T18:37:49Z,2026-09-12T18:37:55Z,3.0,47.0,56.0,47.0,26.0,73.0,77.0,3.0,23.0,3.0,3.0,9.0,1.0,success,success,success,
false,4,2,reusable,ci-reusable.yml,34711792424,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34711792424,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:38:06Z,2026-09-12T18:38:09Z,2026-09-12T18:38:59Z,2026-09-12T18:39:05Z,3.0,50.0,59.0,50.0,36.0,86.0,90.0,3.0,24.0,3.0,4.0,11.0,0.0,success,success,success,
false,4,3,baseline,ci-baseline.yml,34711848961,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34711848961,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:39:14Z,2026-09-12T18:39:16Z,2026-09-12T18:40:04Z,2026-09-12T18:40:10Z,2.0,48.0,56.0,48.0,32.0,80.0,84.0,4.0,24.0,2.0,3.0,11.0,1.0,success,success,success,
false,5,1,reusable,ci-reusable.yml,34711906643,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34711906643,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:40:21Z,2026-09-12T18:40:24Z,2026-09-12T18:41:16Z,2026-09-12T18:41:23Z,3.0,52.0,62.0,51.0,30.0,81.0,86.0,3.0,22.0,3.0,3.0,11.0,0.0,success,success,success,
false,5,2,baseline,ci-baseline.yml,34711964155,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34711964155,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:41:29Z,2026-09-12T18:41:33Z,2026-09-12T18:42:31Z,2026-09-12T18:42:41Z,4.0,58.0,72.0,58.0,33.0,91.0,95.0,2.0,22.0,3.0,3.0,10.0,0.0,success,success,success,
false,5,3,composite,ci-composite.yml,34712028653,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712028653,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:42:47Z,2026-09-12T18:42:54Z,2026-09-12T18:43:45Z,2026-09-12T18:43:54Z,7.0,51.0,67.0,51.0,26.0,77.0,81.0,4.0,23.0,3.0,3.0,9.0,1.0,success,success,success,
false,6,1,reusable,ci-reusable.yml,34712088099,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712088099,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:44:04Z,2026-09-12T18:44:14Z,2026-09-12T18:45:01Z,2026-09-12T18:45:10Z,10.0,47.0,66.0,47.0,35.0,82.0,88.0,3.0,21.0,3.0,4.0,10.0,1.0,success,success,success,
false,6,2,composite,ci-composite.yml,34712150852,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712150852,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:45:22Z,2026-09-12T18:45:25Z,2026-09-12T18:46:30Z,2026-09-12T18:46:36Z,3.0,65.0,74.0,65.0,34.0,99.0,103.0,3.0,24.0,3.0,3.0,8.0,0.0,success,success,success,
false,6,3,baseline,ci-baseline.yml,34712222809,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712222809,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:46:50Z,2026-09-12T18:46:53Z,2026-09-12T18:47:46Z,2026-09-12T18:47:55Z,3.0,53.0,65.0,53.0,28.0,81.0,86.0,5.0,22.0,2.0,2.0,8.0,1.0,success,success,success,
false,7,1,baseline,ci-baseline.yml,34712285713,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712285713,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:48:07Z,2026-09-12T18:48:10Z,2026-09-12T18:49:41Z,2026-09-12T18:49:49Z,3.0,91.0,102.0,91.0,29.0,120.0,125.0,4.0,22.0,3.0,3.0,11.0,1.0,success,success,success,
false,7,2,composite,ci-composite.yml,34712372619,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712372619,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:49:56Z,2026-09-12T18:50:03Z,2026-09-12T18:50:50Z,2026-09-12T18:50:56Z,7.0,47.0,60.0,47.0,29.0,76.0,80.0,1.0,17.0,2.0,2.0,9.0,0.0,success,success,success,
false,7,3,reusable,ci-reusable.yml,34712428236,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712428236,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:51:03Z,2026-09-12T18:51:08Z,2026-09-12T18:51:59Z,2026-09-12T18:52:05Z,5.0,51.0,62.0,51.0,34.0,85.0,89.0,3.0,24.0,3.0,4.0,10.0,1.0,success,success,success,
false,8,1,baseline,ci-baseline.yml,34712482349,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712482349,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:52:10Z,2026-09-12T18:52:14Z,2026-09-12T18:53:29Z,2026-09-12T18:53:35Z,4.0,75.0,85.0,75.0,30.0,105.0,108.0,2.0,30.0,3.0,3.0,9.0,0.0,success,success,success,
false,8,2,reusable,ci-reusable.yml,34712558286,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712558286,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:53:49Z,2026-09-12T18:53:54Z,2026-09-12T18:54:47Z,2026-09-12T18:54:55Z,5.0,53.0,66.0,53.0,30.0,83.0,88.0,4.0,22.0,3.0,3.0,11.0,1.0,success,success,success,
false,8,3,composite,ci-composite.yml,34712617372,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712617372,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:55:07Z,2026-09-12T18:55:11Z,2026-09-12T18:56:32Z,2026-09-12T18:56:40Z,4.0,81.0,93.0,81.0,32.0,113.0,118.0,2.0,42.0,3.0,2.0,9.0,0.0,success,success,success,
false,9,1,composite,ci-composite.yml,34712694140,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712694140,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:56:45Z,2026-09-12T18:56:49Z,2026-09-12T18:57:36Z,2026-09-12T18:58:17Z,4.0,47.0,92.0,47.0,32.0,79.0,82.0,3.0,21.0,3.0,2.0,8.0,0.0,success,success,success,
false,9,2,baseline,ci-baseline.yml,34712771303,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712771303,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:58:23Z,2026-09-12T18:58:27Z,2026-09-12T18:59:22Z,2026-09-12T18:59:29Z,4.0,55.0,66.0,55.0,27.0,82.0,86.0,4.0,23.0,3.0,3.0,10.0,1.0,success,success,success,
false,9,3,reusable,ci-reusable.yml,34712830388,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712830388,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T18:59:41Z,2026-09-12T18:59:44Z,2026-09-12T19:00:31Z,2026-09-12T19:00:37Z,3.0,47.0,56.0,47.0,30.0,77.0,81.0,3.0,22.0,3.0,3.0,11.0,1.0,success,success,success,
false,10,1,composite,ci-composite.yml,34712894050,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712894050,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:00:49Z,2026-09-12T19:00:53Z,2026-09-12T19:01:40Z,2026-09-12T19:02:22Z,4.0,47.0,93.0,47.0,34.0,81.0,85.0,2.0,17.0,3.0,3.0,8.0,1.0,success,success,success,
false,10,2,reusable,ci-reusable.yml,34712987764,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34712987764,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:02:38Z,2026-09-12T19:02:42Z,2026-09-12T19:03:29Z,2026-09-12T19:03:49Z,4.0,47.0,71.0,46.0,35.0,81.0,87.0,4.0,22.0,3.0,4.0,10.0,0.0,success,success,success,
false,10,3,baseline,ci-baseline.yml,34713050245,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713050245,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:03:56Z,2026-09-12T19:03:58Z,2026-09-12T19:04:48Z,2026-09-12T19:04:55Z,2.0,50.0,59.0,50.0,29.0,79.0,84.0,4.0,22.0,2.0,3.0,9.0,0.0,success,success,success,
false,11,1,reusable,ci-reusable.yml,34713105657,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713105657,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:05:03Z,2026-09-12T19:05:07Z,2026-09-12T19:05:57Z,2026-09-12T19:06:03Z,4.0,50.0,60.0,50.0,36.0,86.0,90.0,4.0,23.0,4.0,3.0,12.0,0.0,success,success,success,
false,11,2,baseline,ci-baseline.yml,34713163995,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713163995,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:06:10Z,2026-09-12T19:06:14Z,2026-09-12T19:07:04Z,2026-09-12T19:07:10Z,4.0,50.0,60.0,50.0,34.0,84.0,88.0,3.0,22.0,4.0,3.0,11.0,1.0,success,success,success,
false,11,3,composite,ci-composite.yml,34713219989,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713219989,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:07:18Z,2026-09-12T19:07:21Z,2026-09-12T19:08:20Z,2026-09-12T19:08:25Z,3.0,59.0,67.0,59.0,28.0,87.0,90.0,3.0,22.0,2.0,2.0,8.0,0.0,success,success,success,
false,12,1,reusable,ci-reusable.yml,34713285364,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713285364,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:08:35Z,2026-09-12T19:08:39Z,2026-09-12T19:09:32Z,2026-09-12T19:09:40Z,4.0,53.0,65.0,53.0,26.0,79.0,85.0,4.0,23.0,2.0,2.0,7.0,1.0,success,success,success,
false,12,2,composite,ci-composite.yml,34713349589,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713349589,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:09:53Z,2026-09-12T19:09:57Z,2026-09-12T19:10:46Z,2026-09-12T19:10:52Z,4.0,49.0,59.0,49.0,32.0,81.0,85.0,2.0,20.0,3.0,4.0,10.0,0.0,success,success,success,
false,12,3,baseline,ci-baseline.yml,34713409697,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713409697,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:11:01Z,2026-09-12T19:11:04Z,2026-09-12T19:11:55Z,2026-09-12T19:12:05Z,3.0,51.0,64.0,50.0,33.0,83.0,89.0,4.0,22.0,3.0,3.0,12.0,0.0,success,success,success,
false,13,1,baseline,ci-baseline.yml,34713474467,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713474467,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:12:19Z,2026-09-12T19:12:22Z,2026-09-12T19:13:10Z,2026-09-12T19:13:16Z,3.0,48.0,57.0,48.0,36.0,84.0,87.0,3.0,21.0,3.0,4.0,11.0,1.0,success,success,success,
false,13,2,composite,ci-composite.yml,34713529107,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713529107,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:13:26Z,2026-09-12T19:13:29Z,2026-09-12T19:14:18Z,2026-09-12T19:14:24Z,3.0,49.0,58.0,49.0,29.0,78.0,81.0,3.0,23.0,3.0,2.0,12.0,0.0,success,success,success,
false,13,3,reusable,ci-reusable.yml,34713585585,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713585585,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:14:34Z,2026-09-12T19:14:38Z,2026-09-12T19:15:35Z,2026-09-12T19:15:47Z,4.0,57.0,73.0,56.0,35.0,91.0,95.0,4.0,22.0,3.0,4.0,11.0,1.0,success,success,success,
false,14,1,baseline,ci-baseline.yml,34713663161,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713663161,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:16:01Z,2026-09-12T19:16:05Z,2026-09-12T19:16:57Z,2026-09-12T19:17:02Z,4.0,52.0,61.0,52.0,34.0,86.0,89.0,4.0,24.0,3.0,3.0,11.0,1.0,success,success,success,
false,14,2,reusable,ci-reusable.yml,34713720323,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713720323,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:17:09Z,2026-09-12T19:17:13Z,2026-09-12T19:18:08Z,2026-09-12T19:18:14Z,4.0,55.0,65.0,55.0,29.0,84.0,88.0,3.0,22.0,2.0,3.0,9.0,1.0,success,success,success,
false,14,3,composite,ci-composite.yml,34713786043,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713786043,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:18:27Z,2026-09-12T19:18:30Z,2026-09-12T19:19:19Z,2026-09-12T19:19:27Z,3.0,49.0,60.0,49.0,29.0,78.0,83.0,3.0,24.0,2.0,3.0,9.0,1.0,success,success,success,
false,15,1,composite,ci-composite.yml,34713841585,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713841585,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:19:34Z,2026-09-12T19:19:38Z,2026-09-12T19:20:40Z,2026-09-12T19:21:01Z,4.0,62.0,87.0,62.0,31.0,93.0,97.0,3.0,23.0,3.0,3.0,11.0,1.0,success,success,success,
false,15,2,baseline,ci-baseline.yml,34713917208,1,https://github.com/jelenadoric/diplomski-task-manager/actions/runs/34713917208,185a06c38179a8efaeece6a3409bdb11192c1819,success,true,2026-09-12T19:21:13Z,2026-09-12T19:21:16Z,2026-09-12T19:22:13Z,2026-09-12T19:22:21Z,3.0,57.0,68.0,57.0,27.0,84.0,89.0,3.0,21.0,3.0,3.0,10.0,1.0,success,success,success,
